prompt_idx,prompt,token_idx,token,feature_id,activation,rank
1,The stock market is performing well today with strong gains.,0,<s>,205,94.6,1
1,The stock market is performing well today with strong gains.,0,<s>,94,94.0,2
1,The stock market is performing well today with strong gains.,0,<s>,248,85.94,3
1,The stock market is performing well today with strong gains.,0,<s>,93,82.8,4
1,The stock market is performing well today with strong gains.,0,<s>,39,80.7,5
1,The stock market is performing well today with strong gains.,1,▁The,116,61.34,1
1,The stock market is performing well today with strong gains.,1,▁The,276,35.2,2
1,The stock market is performing well today with strong gains.,1,▁The,134,22.06,3
1,The stock market is performing well today with strong gains.,1,▁The,224,16.62,4
1,The stock market is performing well today with strong gains.,1,▁The,304,14.44,5
1,The stock market is performing well today with strong gains.,2,▁stock,116,25.53,1
1,The stock market is performing well today with strong gains.,2,▁stock,276,18.95,2
1,The stock market is performing well today with strong gains.,2,▁stock,271,10.766,3
1,The stock market is performing well today with strong gains.,2,▁stock,319,9.85,4
1,The stock market is performing well today with strong gains.,2,▁stock,134,8.56,5
1,The stock market is performing well today with strong gains.,3,▁market,116,34.7,1
1,The stock market is performing well today with strong gains.,3,▁market,276,17.47,2
1,The stock market is performing well today with strong gains.,3,▁market,271,15.336,3
1,The stock market is performing well today with strong gains.,3,▁market,319,15.164,4
1,The stock market is performing well today with strong gains.,3,▁market,134,11.38,5
1,The stock market is performing well today with strong gains.,4,▁is,116,31.4,1
1,The stock market is performing well today with strong gains.,4,▁is,210,18.88,2
1,The stock market is performing well today with strong gains.,4,▁is,276,14.3,3
1,The stock market is performing well today with strong gains.,4,▁is,375,12.52,4
1,The stock market is performing well today with strong gains.,4,▁is,96,11.555,5
1,The stock market is performing well today with strong gains.,5,▁performing,116,43.22,1
1,The stock market is performing well today with strong gains.,5,▁performing,134,17.69,2
1,The stock market is performing well today with strong gains.,5,▁performing,378,17.12,3
1,The stock market is performing well today with strong gains.,5,▁performing,169,16.11,4
1,The stock market is performing well today with strong gains.,5,▁performing,276,13.33,5
1,The stock market is performing well today with strong gains.,6,▁well,116,44.9,1
1,The stock market is performing well today with strong gains.,6,▁well,392,24.03,2
1,The stock market is performing well today with strong gains.,6,▁well,375,19.75,3
1,The stock market is performing well today with strong gains.,6,▁well,191,18.12,4
1,The stock market is performing well today with strong gains.,6,▁well,276,15.266,5
1,The stock market is performing well today with strong gains.,7,▁today,116,37.03,1
1,The stock market is performing well today with strong gains.,7,▁today,191,20.7,2
1,The stock market is performing well today with strong gains.,7,▁today,375,17.98,3
1,The stock market is performing well today with strong gains.,7,▁today,276,13.76,4
1,The stock market is performing well today with strong gains.,7,▁today,134,13.01,5
1,The stock market is performing well today with strong gains.,8,▁with,116,36.7,1
1,The stock market is performing well today with strong gains.,8,▁with,253,15.3,2
1,The stock market is performing well today with strong gains.,8,▁with,375,14.96,3
1,The stock market is performing well today with strong gains.,8,▁with,217,14.31,4
1,The stock market is performing well today with strong gains.,8,▁with,276,12.914,5
1,The stock market is performing well today with strong gains.,9,▁strong,116,30.86,1
1,The stock market is performing well today with strong gains.,9,▁strong,47,16.52,2
1,The stock market is performing well today with strong gains.,9,▁strong,87,13.336,3
1,The stock market is performing well today with strong gains.,9,▁strong,276,12.34,4
1,The stock market is performing well today with strong gains.,9,▁strong,345,11.414,5
1,The stock market is performing well today with strong gains.,10,▁g,247,14.3,1
1,The stock market is performing well today with strong gains.,10,▁g,161,12.625,2
1,The stock market is performing well today with strong gains.,10,▁g,119,12.13,3
1,The stock market is performing well today with strong gains.,10,▁g,116,11.89,4
1,The stock market is performing well today with strong gains.,10,▁g,263,9.74,5
1,The stock market is performing well today with strong gains.,11,ains,116,27.0,1
1,The stock market is performing well today with strong gains.,11,ains,375,16.53,2
1,The stock market is performing well today with strong gains.,11,ains,77,14.58,3
1,The stock market is performing well today with strong gains.,11,ains,50,14.17,4
1,The stock market is performing well today with strong gains.,11,ains,389,12.43,5
1,The stock market is performing well today with strong gains.,12,.,205,309.2,1
1,The stock market is performing well today with strong gains.,12,.,364,288.8,2
1,The stock market is performing well today with strong gains.,12,.,248,272.0,3
1,The stock market is performing well today with strong gains.,12,.,37,265.0,4
1,The stock market is performing well today with strong gains.,12,.,254,258.5,5
2,The weather forecast predicts sunny skies and warm temperatures.,0,<s>,205,94.6,1
2,The weather forecast predicts sunny skies and warm temperatures.,0,<s>,94,94.0,2
2,The weather forecast predicts sunny skies and warm temperatures.,0,<s>,248,85.94,3
2,The weather forecast predicts sunny skies and warm temperatures.,0,<s>,93,82.8,4
2,The weather forecast predicts sunny skies and warm temperatures.,0,<s>,39,80.7,5
2,The weather forecast predicts sunny skies and warm temperatures.,1,▁The,116,61.3,1
2,The weather forecast predicts sunny skies and warm temperatures.,1,▁The,276,35.2,2
2,The weather forecast predicts sunny skies and warm temperatures.,1,▁The,134,22.03,3
2,The weather forecast predicts sunny skies and warm temperatures.,1,▁The,224,16.62,4
2,The weather forecast predicts sunny skies and warm temperatures.,1,▁The,304,14.44,5
2,The weather forecast predicts sunny skies and warm temperatures.,2,▁weather,116,33.47,1
2,The weather forecast predicts sunny skies and warm temperatures.,2,▁weather,276,21.12,2
2,The weather forecast predicts sunny skies and warm temperatures.,2,▁weather,271,14.11,3
2,The weather forecast predicts sunny skies and warm temperatures.,2,▁weather,198,12.29,4
2,The weather forecast predicts sunny skies and warm temperatures.,2,▁weather,134,11.32,5
2,The weather forecast predicts sunny skies and warm temperatures.,3,▁forec,290,13.97,1
2,The weather forecast predicts sunny skies and warm temperatures.,3,▁forec,355,8.33,2
2,The weather forecast predicts sunny skies and warm temperatures.,3,▁forec,157,8.234,3
2,The weather forecast predicts sunny skies and warm temperatures.,3,▁forec,116,7.875,4
2,The weather forecast predicts sunny skies and warm temperatures.,3,▁forec,276,7.73,5
2,The weather forecast predicts sunny skies and warm temperatures.,4,ast,116,24.98,1
2,The weather forecast predicts sunny skies and warm temperatures.,4,ast,355,18.8,2
2,The weather forecast predicts sunny skies and warm temperatures.,4,ast,276,16.42,3
2,The weather forecast predicts sunny skies and warm temperatures.,4,ast,271,12.89,4
2,The weather forecast predicts sunny skies and warm temperatures.,4,ast,375,10.61,5
2,The weather forecast predicts sunny skies and warm temperatures.,5,▁predict,116,25.9,1
2,The weather forecast predicts sunny skies and warm temperatures.,5,▁predict,70,17.33,2
2,The weather forecast predicts sunny skies and warm temperatures.,5,▁predict,185,14.35,3
2,The weather forecast predicts sunny skies and warm temperatures.,5,▁predict,276,11.48,4
2,The weather forecast predicts sunny skies and warm temperatures.,5,▁predict,134,10.625,5
2,The weather forecast predicts sunny skies and warm temperatures.,6,s,116,51.28,1
2,The weather forecast predicts sunny skies and warm temperatures.,6,s,231,27.06,2
2,The weather forecast predicts sunny skies and warm temperatures.,6,s,276,20.92,3
2,The weather forecast predicts sunny skies and warm temperatures.,6,s,377,15.95,4
2,The weather forecast predicts sunny skies and warm temperatures.,6,s,134,14.484,5
2,The weather forecast predicts sunny skies and warm temperatures.,7,▁sun,116,22.56,1
2,The weather forecast predicts sunny skies and warm temperatures.,7,▁sun,175,16.45,2
2,The weather forecast predicts sunny skies and warm temperatures.,7,▁sun,231,10.4,3
2,The weather forecast predicts sunny skies and warm temperatures.,7,▁sun,276,8.52,4
2,The weather forecast predicts sunny skies and warm temperatures.,7,▁sun,286,8.016,5
2,The weather forecast predicts sunny skies and warm temperatures.,8,ny,116,32.34,1
2,The weather forecast predicts sunny skies and warm temperatures.,8,ny,231,18.52,2
2,The weather forecast predicts sunny skies and warm temperatures.,8,ny,47,13.87,3
2,The weather forecast predicts sunny skies and warm temperatures.,8,ny,134,12.85,4
2,The weather forecast predicts sunny skies and warm temperatures.,8,ny,276,12.76,5
2,The weather forecast predicts sunny skies and warm temperatures.,9,▁sk,119,15.04,1
2,The weather forecast predicts sunny skies and warm temperatures.,9,▁sk,116,12.25,2
2,The weather forecast predicts sunny skies and warm temperatures.,9,▁sk,208,11.77,3
2,The weather forecast predicts sunny skies and warm temperatures.,9,▁sk,231,7.168,4
2,The weather forecast predicts sunny skies and warm temperatures.,9,▁sk,161,7.156,5
2,The weather forecast predicts sunny skies and warm temperatures.,10,ies,116,32.03,1
2,The weather forecast predicts sunny skies and warm temperatures.,10,ies,286,19.2,2
2,The weather forecast predicts sunny skies and warm temperatures.,10,ies,375,14.83,3
2,The weather forecast predicts sunny skies and warm temperatures.,10,ies,276,13.83,4
2,The weather forecast predicts sunny skies and warm temperatures.,10,ies,314,12.695,5
2,The weather forecast predicts sunny skies and warm temperatures.,11,▁and,116,40.97,1
2,The weather forecast predicts sunny skies and warm temperatures.,11,▁and,231,26.6,2
2,The weather forecast predicts sunny skies and warm temperatures.,11,▁and,276,13.86,3
2,The weather forecast predicts sunny skies and warm temperatures.,11,▁and,316,13.29,4
2,The weather forecast predicts sunny skies and warm temperatures.,11,▁and,134,13.08,5
2,The weather forecast predicts sunny skies and warm temperatures.,12,▁warm,116,44.28,1
2,The weather forecast predicts sunny skies and warm temperatures.,12,▁warm,231,24.39,2
2,The weather forecast predicts sunny skies and warm temperatures.,12,▁warm,134,22.58,3
2,The weather forecast predicts sunny skies and warm temperatures.,12,▁warm,47,15.91,4
2,The weather forecast predicts sunny skies and warm temperatures.,12,▁warm,172,10.65,5
2,The weather forecast predicts sunny skies and warm temperatures.,13,▁temper,116,22.97,1
2,The weather forecast predicts sunny skies and warm temperatures.,13,▁temper,119,17.56,2
2,The weather forecast predicts sunny skies and warm temperatures.,13,▁temper,208,15.72,3
2,The weather forecast predicts sunny skies and warm temperatures.,13,▁temper,293,13.3,4
2,The weather forecast predicts sunny skies and warm temperatures.,13,▁temper,134,12.16,5
2,The weather forecast predicts sunny skies and warm temperatures.,14,atures,116,40.06,1
2,The weather forecast predicts sunny skies and warm temperatures.,14,atures,286,25.64,2
2,The weather forecast predicts sunny skies and warm temperatures.,14,atures,375,19.14,3
2,The weather forecast predicts sunny skies and warm temperatures.,14,atures,276,15.6,4
2,The weather forecast predicts sunny skies and warm temperatures.,14,atures,355,13.516,5
2,The weather forecast predicts sunny skies and warm temperatures.,15,.,205,323.5,1
2,The weather forecast predicts sunny skies and warm temperatures.,15,.,364,301.2,2
2,The weather forecast predicts sunny skies and warm temperatures.,15,.,248,285.8,3
2,The weather forecast predicts sunny skies and warm temperatures.,15,.,37,276.8,4
2,The weather forecast predicts sunny skies and warm temperatures.,15,.,254,271.2,5
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,0,<s>,205,94.6,1
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,0,<s>,94,94.0,2
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,0,<s>,248,85.94,3
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,0,<s>,93,82.8,4
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,0,<s>,39,80.7,5
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,1,▁Scient,116,32.34,1
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,1,▁Scient,72,19.64,2
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,1,▁Scient,276,17.89,3
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,1,▁Scient,134,13.83,4
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,1,▁Scient,280,7.14,5
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,2,ists,116,37.72,1
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,2,ists,280,24.73,2
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,2,ists,276,19.5,3
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,2,ists,370,16.89,4
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,2,ists,341,15.18,5
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,3,▁discovered,116,55.1,1
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,3,▁discovered,276,23.05,2
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,3,▁discovered,96,18.81,3
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,3,▁discovered,377,16.39,4
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,3,▁discovered,134,14.484,5
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,4,▁a,116,58.84,1
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,4,▁a,100,25.84,2
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,4,▁a,276,19.94,3
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,4,▁a,134,13.59,4
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,4,▁a,375,10.68,5
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,5,▁new,116,51.66,1
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,5,▁new,276,20.27,2
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,5,▁new,134,16.78,3
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,5,▁new,273,13.07,4
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,5,▁new,282,11.84,5
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,6,▁species,116,47.25,1
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,6,▁species,183,26.45,2
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,6,▁species,134,17.1,3
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,6,▁species,282,15.63,4
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,6,▁species,375,15.195,5
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,7,▁of,116,37.1,1
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,7,▁of,371,22.34,2
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,7,▁of,365,20.66,3
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,7,▁of,282,17.78,4
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,7,▁of,134,15.09,5
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,8,▁but,116,27.22,1
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,8,▁but,134,19.36,2
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,8,▁but,371,9.875,3
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,8,▁but,282,8.96,4
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,8,▁but,327,8.305,5
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,9,ter,116,21.44,1
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,9,ter,175,14.28,2
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,9,ter,290,12.81,3
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,9,ter,134,11.26,4
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,9,ter,327,8.07,5
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,10,fly,116,39.9,1
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,10,fly,389,19.12,2
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,10,fly,91,18.97,3
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,10,fly,375,18.72,4
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,10,fly,282,17.44,5
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,11,▁in,116,39.44,1
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,11,▁in,22,21.81,2
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,11,▁in,134,15.57,3
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,11,▁in,58,15.5,4
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,11,▁in,268,15.24,5
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,12,▁the,116,36.66,1
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,12,▁the,239,26.03,2
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,12,▁the,58,18.23,3
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,12,▁the,282,17.78,4
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,12,▁the,304,16.72,5
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,13,▁Amazon,116,34.28,1
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,13,▁Amazon,375,15.664,2
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,13,▁Amazon,283,14.12,3
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,13,▁Amazon,134,12.625,4
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,13,▁Amazon,58,12.09,5
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,14,▁rain,116,36.88,1
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,14,▁rain,175,21.64,2
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,14,▁rain,172,15.84,3
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,14,▁rain,26,14.234,4
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,14,▁rain,134,13.25,5
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,15,for,290,24.17,1
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,15,for,116,18.92,2
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,15,for,161,14.31,3
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,15,for,26,11.695,4
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,15,for,249,11.63,5
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,16,est,116,42.4,1
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,16,est,375,21.1,2
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,16,est,91,14.17,3
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,16,est,283,13.234,4
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,16,est,191,11.28,5
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,17,.,205,319.0,1
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,17,.,364,301.5,2
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,17,.,248,281.2,3
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,17,.,37,274.2,4
3,Scientists discovered a new species of butterfly in the Amazon rainforest.,17,.,254,267.2,5
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,0,<s>,205,94.6,1
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,0,<s>,94,94.0,2
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,0,<s>,248,85.94,3
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,0,<s>,93,82.8,4
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,0,<s>,39,80.7,5
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,1,▁The,116,61.3,1
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,1,▁The,276,35.2,2
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,1,▁The,134,22.03,3
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,1,▁The,224,16.62,4
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,1,▁The,304,14.44,5
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,2,▁company,116,52.97,1
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,2,▁company,276,25.25,2
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,2,▁company,134,21.48,3
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,2,▁company,271,16.34,4
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,2,▁company,319,12.5,5
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,3,▁reported,116,19.84,1
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,3,▁reported,276,12.81,2
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,3,▁reported,377,10.82,3
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,3,▁reported,96,9.625,4
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,3,▁reported,375,8.94,5
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,4,▁strong,116,46.0,1
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,4,▁strong,276,18.72,2
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,4,▁strong,134,16.16,3
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,4,▁strong,47,15.67,4
