prompt_idx,prompt,token_idx,token,feature_id,activation,rank
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,4,▁strong,345,12.8,5
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,5,▁quarter,116,32.3,1
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,5,▁quarter,134,17.56,2
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,5,▁quarter,345,10.96,3
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,5,▁quarter,375,9.25,4
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,5,▁quarter,276,9.2,5
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,6,ly,116,41.56,1
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,6,ly,134,15.664,2
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,6,ly,172,14.055,3
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,6,ly,345,12.71,4
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,6,ly,47,11.836,5
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,7,▁ear,116,27.6,1
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,7,▁ear,208,15.29,2
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,7,▁ear,119,14.06,3
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,7,▁ear,134,13.73,4
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,7,▁ear,375,8.086,5
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,8,nings,116,33.8,1
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,8,nings,375,19.05,2
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,8,nings,191,15.94,3
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,8,nings,345,14.99,4
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,8,nings,276,11.484,5
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,9,▁with,116,40.62,1
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,9,▁with,345,13.08,2
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,9,▁with,375,12.65,3
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,9,▁with,276,11.58,4
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,9,▁with,134,11.164,5
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,10,▁re,288,47.16,1
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,10,▁re,116,22.92,2
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,10,▁re,252,12.64,3
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,10,▁re,375,10.0,4
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,10,▁re,157,8.79,5
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,11,venue,116,34.94,1
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,11,venue,316,22.3,2
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,11,venue,200,19.83,3
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,11,venue,345,17.81,4
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,11,venue,183,15.76,5
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,12,▁growth,116,37.5,1
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,12,▁growth,183,19.39,2
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,12,▁growth,375,17.8,3
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,12,▁growth,316,17.42,4
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,12,▁growth,345,16.38,5
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,13,▁of,116,54.7,1
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,13,▁of,133,21.84,2
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,13,▁of,112,20.34,3
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,13,▁of,134,20.28,4
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,13,▁of,375,15.414,5
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,14,▁,116,45.84,1
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,14,▁,142,29.05,2
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,14,▁,134,19.98,3
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,14,▁,16,14.0,4
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,14,▁,216,10.99,5
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,15,1,116,38.22,1
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,15,1,179,30.19,2
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,15,1,325,18.5,3
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,15,1,134,17.48,4
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,15,1,16,10.055,5
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,16,5,116,39.97,1
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,16,5,368,21.98,2
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,16,5,325,18.3,3
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,16,5,134,15.5,4
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,16,5,375,11.88,5
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,17,%,116,32.3,1
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,17,%,375,16.31,2
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,17,%,324,15.97,3
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,17,%,345,15.266,4
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,17,%,314,12.82,5
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,18,▁year,116,32.97,1
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,18,▁year,243,22.94,2
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,18,▁year,95,14.11,3
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,18,▁year,134,13.3,4
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,18,▁year,340,12.98,5
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,19,-,367,31.17,1
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,19,-,116,25.86,2
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,19,-,95,16.56,3
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,19,-,375,11.11,4
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,19,-,172,10.92,5
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,20,over,116,33.1,1
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,20,over,229,30.44,2
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,20,over,192,27.48,3
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,20,over,134,23.72,4
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,20,over,188,16.47,5
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,21,-,116,25.12,1
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,21,-,367,22.53,2
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,21,-,145,14.17,3
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,21,-,172,13.734,4
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,21,-,161,10.125,5
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,22,year,116,28.89,1
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,22,year,345,15.77,2
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,22,year,375,15.52,3
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,22,year,283,14.41,4
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,22,year,314,14.11,5
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,23,.,205,318.8,1
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,23,.,364,309.0,2
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,23,.,248,282.0,3
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,23,.,37,280.0,4
4,The company reported strong quarterly earnings with revenue growth of 15% year-over-year.,23,.,254,272.2,5
5,Students are preparing for their final exams next week.,0,<s>,205,94.6,1
5,Students are preparing for their final exams next week.,0,<s>,94,94.0,2
5,Students are preparing for their final exams next week.,0,<s>,248,85.94,3
5,Students are preparing for their final exams next week.,0,<s>,93,82.8,4
5,Students are preparing for their final exams next week.,0,<s>,39,80.7,5
5,Students are preparing for their final exams next week.,1,▁Stud,116,30.72,1
5,Students are preparing for their final exams next week.,1,▁Stud,276,20.4,2
5,Students are preparing for their final exams next week.,1,▁Stud,134,10.414,3
5,Students are preparing for their final exams next week.,1,▁Stud,208,8.96,4
5,Students are preparing for their final exams next week.,1,▁Stud,72,8.695,5
5,Students are preparing for their final exams next week.,2,ents,116,45.9,1
5,Students are preparing for their final exams next week.,2,ents,276,28.28,2
5,Students are preparing for their final exams next week.,2,ents,134,16.61,3
5,Students are preparing for their final exams next week.,2,ents,40,14.484,4
5,Students are preparing for their final exams next week.,2,ents,370,11.37,5
5,Students are preparing for their final exams next week.,3,▁are,116,51.12,1
5,Students are preparing for their final exams next week.,3,▁are,276,25.78,2
5,Students are preparing for their final exams next week.,3,▁are,156,21.36,3
5,Students are preparing for their final exams next week.,3,▁are,134,15.336,4
5,Students are preparing for their final exams next week.,3,▁are,71,15.195,5
5,Students are preparing for their final exams next week.,4,▁prepar,116,33.66,1
5,Students are preparing for their final exams next week.,4,▁prepar,185,21.33,2
5,Students are preparing for their final exams next week.,4,▁prepar,376,17.64,3
5,Students are preparing for their final exams next week.,4,▁prepar,134,14.97,4
5,Students are preparing for their final exams next week.,4,▁prepar,381,13.08,5
5,Students are preparing for their final exams next week.,5,ing,116,50.3,1
5,Students are preparing for their final exams next week.,5,ing,276,24.9,2
5,Students are preparing for their final exams next week.,5,ing,355,22.61,3
5,Students are preparing for their final exams next week.,5,ing,131,15.9,4
5,Students are preparing for their final exams next week.,5,ing,134,13.61,5
5,Students are preparing for their final exams next week.,6,▁for,116,52.47,1
5,Students are preparing for their final exams next week.,6,▁for,276,26.45,2
5,Students are preparing for their final exams next week.,6,▁for,372,14.484,3
5,Students are preparing for their final exams next week.,6,▁for,120,12.75,4
5,Students are preparing for their final exams next week.,6,▁for,96,12.63,5
5,Students are preparing for their final exams next week.,7,▁their,116,45.06,1
5,Students are preparing for their final exams next week.,7,▁their,276,22.36,2
5,Students are preparing for their final exams next week.,7,▁their,372,20.2,3
5,Students are preparing for their final exams next week.,7,▁their,81,16.2,4
5,Students are preparing for their final exams next week.,7,▁their,134,12.76,5
5,Students are preparing for their final exams next week.,8,▁final,116,37.38,1
5,Students are preparing for their final exams next week.,8,▁final,276,18.67,2
5,Students are preparing for their final exams next week.,8,▁final,372,14.09,3
5,Students are preparing for their final exams next week.,8,▁final,70,12.27,4
5,Students are preparing for their final exams next week.,8,▁final,134,12.14,5
5,Students are preparing for their final exams next week.,9,▁ex,157,21.6,1
5,Students are preparing for their final exams next week.,9,▁ex,116,16.19,2
5,Students are preparing for their final exams next week.,9,▁ex,161,14.08,3
5,Students are preparing for their final exams next week.,9,▁ex,119,12.54,4
5,Students are preparing for their final exams next week.,9,▁ex,208,12.03,5
5,Students are preparing for their final exams next week.,10,ams,116,46.16,1
5,Students are preparing for their final exams next week.,10,ams,375,20.17,2
5,Students are preparing for their final exams next week.,10,ams,134,14.484,3
5,Students are preparing for their final exams next week.,10,ams,276,14.336,4
5,Students are preparing for their final exams next week.,10,ams,283,12.82,5
5,Students are preparing for their final exams next week.,11,▁next,116,40.3,1
5,Students are preparing for their final exams next week.,11,▁next,134,20.78,2
5,Students are preparing for their final exams next week.,11,▁next,284,17.38,3
5,Students are preparing for their final exams next week.,11,▁next,145,16.11,4
5,Students are preparing for their final exams next week.,11,▁next,276,14.83,5
5,Students are preparing for their final exams next week.,12,▁week,116,45.94,1
5,Students are preparing for their final exams next week.,12,▁week,375,21.31,2
5,Students are preparing for their final exams next week.,12,▁week,191,19.39,3
5,Students are preparing for their final exams next week.,12,▁week,230,17.6,4
5,Students are preparing for their final exams next week.,12,▁week,276,14.12,5
5,Students are preparing for their final exams next week.,13,.,205,315.0,1
5,Students are preparing for their final exams next week.,13,.,364,294.5,2
5,Students are preparing for their final exams next week.,13,.,248,278.5,3
5,Students are preparing for their final exams next week.,13,.,37,270.8,4
5,Students are preparing for their final exams next week.,13,.,254,263.5,5
6,The chef prepared a delicious three-course meal for the dinner party.,0,<s>,205,94.6,1
6,The chef prepared a delicious three-course meal for the dinner party.,0,<s>,94,94.0,2
6,The chef prepared a delicious three-course meal for the dinner party.,0,<s>,248,85.94,3
6,The chef prepared a delicious three-course meal for the dinner party.,0,<s>,93,82.8,4
6,The chef prepared a delicious three-course meal for the dinner party.,0,<s>,39,80.7,5
6,The chef prepared a delicious three-course meal for the dinner party.,1,▁The,116,61.3,1
6,The chef prepared a delicious three-course meal for the dinner party.,1,▁The,276,35.2,2
6,The chef prepared a delicious three-course meal for the dinner party.,1,▁The,134,22.03,3
6,The chef prepared a delicious three-course meal for the dinner party.,1,▁The,224,16.62,4
6,The chef prepared a delicious three-course meal for the dinner party.,1,▁The,304,14.44,5
6,The chef prepared a delicious three-course meal for the dinner party.,2,▁chef,116,46.88,1
6,The chef prepared a delicious three-course meal for the dinner party.,2,▁chef,276,22.84,2
6,The chef prepared a delicious three-course meal for the dinner party.,2,▁chef,134,19.27,3
6,The chef prepared a delicious three-course meal for the dinner party.,2,▁chef,40,16.17,4
6,The chef prepared a delicious three-course meal for the dinner party.,2,▁chef,271,15.164,5
6,The chef prepared a delicious three-course meal for the dinner party.,3,▁prepared,116,58.94,1
6,The chef prepared a delicious three-course meal for the dinner party.,3,▁prepared,276,24.39,2
6,The chef prepared a delicious three-course meal for the dinner party.,3,▁prepared,217,17.66,3
6,The chef prepared a delicious three-course meal for the dinner party.,3,▁prepared,134,16.44,4
6,The chef prepared a delicious three-course meal for the dinner party.,3,▁prepared,96,15.01,5
6,The chef prepared a delicious three-course meal for the dinner party.,4,▁a,116,64.2,1
6,The chef prepared a delicious three-course meal for the dinner party.,4,▁a,100,26.56,2
6,The chef prepared a delicious three-course meal for the dinner party.,4,▁a,276,21.36,3
6,The chef prepared a delicious three-course meal for the dinner party.,4,▁a,134,13.09,4
6,The chef prepared a delicious three-course meal for the dinner party.,4,▁a,375,12.61,5
6,The chef prepared a delicious three-course meal for the dinner party.,5,▁del,116,26.22,1
6,The chef prepared a delicious three-course meal for the dinner party.,5,▁del,246,17.7,2
6,The chef prepared a delicious three-course meal for the dinner party.,5,▁del,106,15.09,3
6,The chef prepared a delicious three-course meal for the dinner party.,5,▁del,157,13.805,4
6,The chef prepared a delicious three-course meal for the dinner party.,5,▁del,281,11.02,5
6,The chef prepared a delicious three-course meal for the dinner party.,6,icious,116,55.2,1
6,The chef prepared a delicious three-course meal for the dinner party.,6,icious,276,19.39,2
6,The chef prepared a delicious three-course meal for the dinner party.,6,icious,47,18.78,3
6,The chef prepared a delicious three-course meal for the dinner party.,6,icious,375,12.72,4
6,The chef prepared a delicious three-course meal for the dinner party.,6,icious,365,12.34,5
6,The chef prepared a delicious three-course meal for the dinner party.,7,▁three,284,31.6,1
6,The chef prepared a delicious three-course meal for the dinner party.,7,▁three,116,29.12,2
6,The chef prepared a delicious three-course meal for the dinner party.,7,▁three,243,25.92,3
6,The chef prepared a delicious three-course meal for the dinner party.,7,▁three,375,13.75,4
6,The chef prepared a delicious three-course meal for the dinner party.,7,▁three,368,13.63,5
6,The chef prepared a delicious three-course meal for the dinner party.,8,-,367,36.3,1
6,The chef prepared a delicious three-course meal for the dinner party.,8,-,284,28.83,2
6,The chef prepared a delicious three-course meal for the dinner party.,8,-,116,19.64,3
6,The chef prepared a delicious three-course meal for the dinner party.,8,-,172,12.17,4
6,The chef prepared a delicious three-course meal for the dinner party.,8,-,375,10.914,5
6,The chef prepared a delicious three-course meal for the dinner party.,9,course,116,36.5,1
6,The chef prepared a delicious three-course meal for the dinner party.,9,course,172,16.66,2
6,The chef prepared a delicious three-course meal for the dinner party.,9,course,47,15.71,3
6,The chef prepared a delicious three-course meal for the dinner party.,9,course,375,12.09,4
6,The chef prepared a delicious three-course meal for the dinner party.,9,course,276,11.79,5
6,The chef prepared a delicious three-course meal for the dinner party.,10,▁me,116,28.9,1
6,The chef prepared a delicious three-course meal for the dinner party.,10,▁me,290,17.94,2
6,The chef prepared a delicious three-course meal for the dinner party.,10,▁me,134,13.72,3
6,The chef prepared a delicious three-course meal for the dinner party.,10,▁me,252,13.18,4
6,The chef prepared a delicious three-course meal for the dinner party.,10,▁me,161,9.76,5
6,The chef prepared a delicious three-course meal for the dinner party.,11,al,116,42.88,1
6,The chef prepared a delicious three-course meal for the dinner party.,11,al,91,25.62,2
6,The chef prepared a delicious three-course meal for the dinner party.,11,al,375,20.47,3
6,The chef prepared a delicious three-course meal for the dinner party.,11,al,355,16.72,4
6,The chef prepared a delicious three-course meal for the dinner party.,11,al,276,16.25,5
6,The chef prepared a delicious three-course meal for the dinner party.,12,▁for,116,53.75,1
6,The chef prepared a delicious three-course meal for the dinner party.,12,▁for,276,24.52,2
6,The chef prepared a delicious three-course meal for the dinner party.,12,▁for,12,17.25,3
6,The chef prepared a delicious three-course meal for the dinner party.,12,▁for,134,15.93,4
6,The chef prepared a delicious three-course meal for the dinner party.,12,▁for,133,15.89,5
6,The chef prepared a delicious three-course meal for the dinner party.,13,▁the,116,54.6,1
6,The chef prepared a delicious three-course meal for the dinner party.,13,▁the,276,22.56,2
6,The chef prepared a delicious three-course meal for the dinner party.,13,▁the,346,21.61,3
6,The chef prepared a delicious three-course meal for the dinner party.,13,▁the,134,20.7,4
6,The chef prepared a delicious three-course meal for the dinner party.,13,▁the,304,19.08,5
6,The chef prepared a delicious three-course meal for the dinner party.,14,▁dinner,116,37.6,1
6,The chef prepared a delicious three-course meal for the dinner party.,14,▁dinner,134,15.72,2
6,The chef prepared a delicious three-course meal for the dinner party.,14,▁dinner,283,15.71,3
6,The chef prepared a delicious three-course meal for the dinner party.,14,▁dinner,276,15.18,4
6,The chef prepared a delicious three-course meal for the dinner party.,14,▁dinner,375,15.13,5
6,The chef prepared a delicious three-course meal for the dinner party.,15,▁party,116,41.8,1
6,The chef prepared a delicious three-course meal for the dinner party.,15,▁party,375,18.4,2
6,The chef prepared a delicious three-course meal for the dinner party.,15,▁party,283,16.81,3
6,The chef prepared a delicious three-course meal for the dinner party.,15,▁party,134,14.87,4
6,The chef prepared a delicious three-course meal for the dinner party.,15,▁party,346,14.58,5
6,The chef prepared a delicious three-course meal for the dinner party.,16,.,205,326.0,1
6,The chef prepared a delicious three-course meal for the dinner party.,16,.,364,306.0,2
6,The chef prepared a delicious three-course meal for the dinner party.,16,.,248,286.8,3
6,The chef prepared a delicious three-course meal for the dinner party.,16,.,37,280.5,4
6,The chef prepared a delicious three-course meal for the dinner party.,16,.,254,273.5,5
